domain,direction,source_id,source_text,target_text,semantic_cosine,semantic_flag_low
legal,en->fj,constitution|70(10),"parliament shall ensure that adequate funding and resources are made available to the secretary-general to parliament, to enable him or her to independently and effectively exercise the powers and perform the functions and duties of the secretary- general to parliament. remunerations","na palimedi me vakadeitaka ni na vakarautaki e dua na ivotavota vakailavo vua na vunivola levu ni palimedi, me rawa ni vakatulewa ka qarava ga vakaikoya na itavi ni vunivola levu ni palimedi. isau ni veiqaravi",-0.073296815,True
legal,fj->en,constitution|70(10),"na palimedi me vakadeitaka ni na vakarautaki e dua na ivotavota vakailavo vua na vunivola levu ni palimedi, me rawa ni vakatulewa ka qarava ga vakaikoya na itavi ni vunivola levu ni palimedi. isau ni veiqaravi","parliament shall ensure that adequate funding and resources are made available to the secretary-general to parliament, to enable him or her to independently and effectively exercise the powers and perform the functions and duties of the secretary- general to parliament. remunerations",-0.073296815,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0004617,to a ten-dollar bill,"(though in fact, the kavika fruit varies in colour according to the variety).",-0.073102966,True
legal,en->fj,constitution|102(9),"the secretary of the commission shall be the chief registrar, or any other person performing the functions of that office.",na vunivola levu ni mataveilewai e cake se e dua e qarava na itavi ni valenivolavola qo ena vunivola ni matabose.,-0.071312614,True
legal,fj->en,constitution|102(9),na vunivola levu ni mataveilewai e cake se e dua e qarava na itavi ni valenivolavola qo ena vunivola ni matabose.,"the secretary of the commission shall be the chief registrar, or any other person performing the functions of that office.",-0.071312614,True
legal,en->fj,constitution|65(8),the court of disputed returns must make a determination on any petition or proceeding within days of the date when the petition or proceeding is brought before it.,na mataveilewai ni kudru ni veidigidigi e dodonu me na vakatulewataka na kudru se na veilewai kece e kau cake mai ena loma ni na siga mai na siga e ciqoma kina na kudru se na veilewai qo.,-0.07097052,True
legal,fj->en,constitution|65(8),na mataveilewai ni kudru ni veidigidigi e dodonu me na vakatulewataka na kudru se na veilewai kece e kau cake mai ena loma ni na siga mai na siga e ciqoma kina na kudru se na veilewai qo.,the court of disputed returns must make a determination on any petition or proceeding within days of the date when the petition or proceeding is brought before it.,-0.07097052,True
legal,en->fj,constitution|70(2),the secretary-general to parliament shall be appointed by the president on the advice of the constitutional offices commission.,na peresitedi ena digitaka na vunivola levu ni palimedi ena ivakasala ni matabose ni valenivolavola ni yavunivakavulewa.,-0.070652954,True
legal,fj->en,constitution|70(2),na peresitedi ena digitaka na vunivola levu ni palimedi ena ivakasala ni matabose ni valenivolavola ni yavunivakavulewa.,the secretary-general to parliament shall be appointed by the president on the advice of the constitutional offices commission.,-0.070652954,True
legal,fj->en,constitution|118,matabose ni veivuke vakalawa,legal aid commission,-0.070478804,True
legal,en->fj,constitution|118,legal aid commission,matabose ni veivuke vakalawa,-0.07047875,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0002432,of leaping,"among the tree-tops. the female black rat has ten nipples, while the polynesian rat has only eight, and the norway rat has twelve. a short tail distinguishes the norway rat as it is far shorter than",-0.06986363,True
legal,fj->en,constitution|109(11)(c),"na isau, idole, kei na oco me saumi e dodonu me veiganiti kei na ivotavota ni ilavo e vakadonuya na palimedi; kei na","the salaries, benefits and allowances payable, in accordance with its budget as approved by parliament; and",-0.06744161,True
legal,en->fj,constitution|109(11)(c),"the salaries, benefits and allowances payable, in accordance with its budget as approved by parliament; and","na isau, idole, kei na oco me saumi e dodonu me veiganiti kei na ivotavota ni ilavo e vakadonuya na palimedi; kei na",-0.06744161,True
legal,en->fj,constitution|109(2),"the commission shall consist of a chairperson and other members appointed by the president, on the advice of the judicial services commission following consultation by it with the attorney-general.","na matabose me lewena e dua na jemeni, kei na tale na lewena e digitaka na peresitedi ena ivakasala ni matabose veiqaravi ni mataveilewai ni oti na veitalanoa kei na vunilawa.",-0.06717778,True
legal,fj->en,constitution|109(2),"na matabose me lewena e dua na jemeni, kei na tale na lewena e digitaka na peresitedi ena ivakasala ni matabose veiqaravi ni mataveilewai ni oti na veitalanoa kei na vunilawa.","the commission shall consist of a chairperson and other members appointed by the president, on the advice of the judicial services commission following consultation by it with the attorney-general.",-0.06717778,True
legal,fj->en,constitution|90(4)(a),na vakacegui ena gauna oya na paraiminisita;,the incumbent prime minister immediately ceases to hold office;,-0.067032345,True
legal,en->fj,constitution|90(4)(a),the incumbent prime minister immediately ceases to hold office;,na vakacegui ena gauna oya na paraiminisita;,-0.06703234,True
legal,fj->en,constitution|56,mata vakaturi ni veidigidigi i na palimedi,candidates for election to parliament,-0.0666564,True
legal,en->fj,constitution|56,candidates for election to parliament,mata vakaturi ni veidigidigi i na palimedi,-0.0666564,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0002373,refer,"to this as revereve, with first fruits isevu offered to the chief around april. traditionally eastern highlanders rarely cultivated yams; their main starch food was cultivated taro or wild yams.",-0.063243456,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0000258,required,"me to return him to his family who ultimately beat him excessively, and he died. he had never hurt anyone and never tried to defend himself.",-0.062991366,True
medical,en->fj,medical|medical_misc|6d4b8a329e99,Health teams will assist you.,Na timi ni Tabana ni Bula ena vukei iko.,-0.062416606,True
medical,fj->en,medical|medical_misc|6d4b8a329e99,Na timi ni Tabana ni Bula ena vukei iko.,Health teams will assist you.,-0.062416606,True
legal,fj->en,constitution|150(8),"na isau, idole kei na oco e saumi vua na vakailesilesi ni valenivolavola ni daunifika levu me tauri mai na umailavo cokovata ni matanitu.","the salaries, benefits and allowances payable to any person employed in the office of the auditor-general are a charge on the consolidated fund.",-0.06236481,True
legal,en->fj,constitution|150(8),"the salaries, benefits and allowances payable to any person employed in the office of the auditor-general are a charge on the consolidated fund.","na isau, idole kei na oco e saumi vua na vakailesilesi ni valenivolavola ni daunifika levu me tauri mai na umailavo cokovata ni matanitu.",-0.062364787,True
legal,en->fj,constitution|55,voter qualification and registration,dodonu ni veidigidigi kei na volayaca,-0.062032644,True
legal,fj->en,constitution|55,dodonu ni veidigidigi kei na volayaca,voter qualification and registration,-0.062032644,True
legal,en->fj,constitution|52(3)(f),"any office in a trade union registered under the employment relations promulgation or any other written law (whether elected or appointed to that office, and including any position or arrangement under which a person receives remuneration, salary, allowances or fees from a trade union);","na valenivolavola ni isoqosoqo ni tamata cakacaka ka rejisitataki ena poromoliqeti ni tamata cakacaka kei na lawa tabaki tale e so (ke vakaturi se lesi me lewena na valenivolavola, okati kina na veitutu vakacakacaka se ituvatuva vakacakacaka e saumi kina vakailavo, se ilavo lavaki mai na soqosoqo ni tamata cakacaka); ----------------------- page -----------------------",-0.06164208,True
legal,fj->en,constitution|52(3)(f),"na valenivolavola ni isoqosoqo ni tamata cakacaka ka rejisitataki ena poromoliqeti ni tamata cakacaka kei na lawa tabaki tale e so (ke vakaturi se lesi me lewena na valenivolavola, okati kina na veitutu vakacakacaka se ituvatuva vakacakacaka e saumi kina vakailavo, se ilavo lavaki mai na soqosoqo ni tamata cakacaka); ----------------------- page -----------------------","any office in a trade union registered under the employment relations promulgation or any other written law (whether elected or appointed to that office, and including any position or arrangement under which a person receives remuneration, salary, allowances or fees from a trade union);",-0.06164208,True
legal,en->fj,constitution|70(8)(c),"the salaries, benefits and allowances payable, in accordance with its budget as approved by parliament; and","isau, idole, kei na oco me saumi, e dodonu me veiganiti kei na ivotavota ni ilavo e vakadonuya na palimedi; kei na",-0.061609607,True
legal,fj->en,constitution|70(8)(c),"isau, idole, kei na oco me saumi, e dodonu me veiganiti kei na ivotavota ni ilavo e vakadonuya na palimedi; kei na","the salaries, benefits and allowances payable, in accordance with its budget as approved by parliament; and",-0.061609607,True
medical,fj->en,medical|medical_misc|b9d5a0d7cc29,Many people feel anxious when they face new or unknown situations.,E levu na tamata era dau loma taqaya ni ra sotava na veika vou se veika era sega ni dau kila.,-0.061509382,True
medical,fj->en,medical|medical_misc|672118781a1c,E levu na tamata era dau loma taqaya ni ra sotava na veika vou se veika era sega ni dau kila.,Many people feel anxious when they face new or unknown situations.,-0.061509382,True
conversational,fj->en,conversational|years_4_5|00022,na vuata au dau taleitaka na meleni.,my favourite fruit is watermelon.,-0.061367802,True
legal,en->fj,constitution|150(7)(b),"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri ena veivakacakacakataki, e dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;",-0.061094157,True
legal,fj->en,constitution|150(7)(b),"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri ena veivakacakacakataki, e dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",-0.061094157,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0003164,kudrukudru-i-ra mo,"idiom: to be angry or disgruntled about something after the fact, having given no",-0.060548216,True
legal,en->fj,constitution|109(18),"the commission shall have control of its own budget and finances, as approved by parliament. existing appointments",na matabose ena vakatulewa ga ena ituvatuva vakailavo me vaka e sa vakadonuya na palimedi. itutu tawani,-0.060326166,True
legal,fj->en,constitution|109(18),na matabose ena vakatulewa ga ena ituvatuva vakailavo me vaka e sa vakadonuya na palimedi. itutu tawani,"the commission shall have control of its own budget and finances, as approved by parliament. existing appointments",-0.060326166,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0004552,smashing,"the kernel. known as galip nut (papua new guinea), kanari nut (indonesia), pili nut (southeast asia). in some areas of melanesia (p .n.g., for example, but not fiji) this nut was a starchfood staple before the introduction of cassava. there have been modern efforts to develop it commercially, especially in the solomons and vanuatu. without success so far. it is very rich in oil but the flavour of the nut is distinctive only if the kernel is toasted.",-0.06011168,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0008410,female,relative of the tui tonga. their son founded the falefisi noble lineage in tonga that,-0.060011603,True
medical,fj->en,medical|medical_misc|5648e1ecc161,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni taura na ivola ni 14 na siga ni tiko vakatikitiki e vale.,Workers with symptoms can get a medical certificate for 14 days of self-isolation.,-0.059734207,True
medical,en->fj,medical|medical_misc|5648e1ecc161,Workers with symptoms can get a medical certificate for 14 days of self-isolation.,O ira na tamata cakacaka e vakila na ivakatakilakila era rawa ni taura na ivola ni 14 na siga ni tiko vakatikitiki e vale.,-0.059734207,True
legal,en->fj,constitution|32,right to economic participation,dodonu ni vakaitavi ena bula vakailavo,-0.059577662,True
legal,fj->en,constitution|32,dodonu ni vakaitavi ena bula vakailavo,right to economic participation,-0.059577662,True
legal,fj->en,constitution|124(7)(b),vakacegui ira mai na tabana ni veivakadodonutaki e viti; ka,to remove persons from the fiji corrections service; and,-0.059028085,True
legal,en->fj,constitution|124(7)(b),to remove persons from the fiji corrections service; and,vakacegui ira mai na tabana ni veivakadodonutaki e viti; ka,-0.059028085,True
legal,en->fj,constitution|102(2),"the judicial services commission has the authority to determine all matters pertaining to the employment of non-judicial officers employed in the judiciary, including—","na matabose veiqaravi ni mataveilewai e tu vua na kaukauwa me raica na veika baleti ira na vakailesilesi era sega ni daunilawa ka ra cakacaka ena mataveilewai, qo e oka kina na—",-0.057612818,True
legal,fj->en,constitution|102(2),"na matabose veiqaravi ni mataveilewai e tu vua na kaukauwa me raica na veika baleti ira na vakailesilesi era sega ni daunilawa ka ra cakacaka ena mataveilewai, qo e oka kina na—","the judicial services commission has the authority to determine all matters pertaining to the employment of non-judicial officers employed in the judiciary, including—",-0.057612818,True
legal,en->fj,constitution|150(4),"if a majority of the members of parliament confirm the declaration made by the prime minister, then the declaration shall continue for a period of one month from the date of confirmation, and may be renewed by a further vote in parliament.","kevaka e iwase levu ni lewenipalimedi era duavata ena veika e vakaraitaka na paraiminisita, ena qai tomani na kena vakaraitaki me dua na vula mai na tikinisiga e tau kina na veivakadonui mai palimedi, ka rawa ni vakavoui tale ena veidigidigi ena palimedi.",-0.056469828,True
legal,fj->en,constitution|150(4),"kevaka e iwase levu ni lewenipalimedi era duavata ena veika e vakaraitaka na paraiminisita, ena qai tomani na kena vakaraitaki me dua na vula mai na tikinisiga e tau kina na veivakadonui mai palimedi, ka rawa ni vakavoui tale ena veidigidigi ena palimedi.","if a majority of the members of parliament confirm the declaration made by the prime minister, then the declaration shall continue for a period of one month from the date of confirmation, and may be renewed by a further vote in parliament.",-0.056469828,True
legal,en->fj,constitution|109(11)(b),"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka; ----------------------- page -----------------------",-0.055693045,True
legal,fj->en,constitution|109(11)(b),"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka; ----------------------- page -----------------------","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",-0.055693045,True
legal,fj->en,constitution|90(5)(b),daunilewa era digitaki mera tauca na lewa ena mataveilewai e cake;,such other judges as are appointed as judges of the high court;,-0.055621386,True
legal,en->fj,constitution|90(5)(b),such other judges as are appointed as judges of the high court;,daunilewa era digitaki mera tauca na lewa ena mataveilewai e cake;,-0.055621386,True
legal,fj->en,constitution|148,vakadonui ni kena vakayagataki na umailavo cokovata ni matanitu ena so tale na inaki,standing appropriation of consolidated fund for other purposes,-0.055412803,True
legal,en->fj,constitution|148,standing appropriation of consolidated fund for other purposes,vakadonui ni kena vakayagataki na umailavo cokovata ni matanitu ena so tale na inaki,-0.055412803,True
legal,en->fj,constitution|125,public service commission,matabose ni cakacaka vakamatanitu,-0.055216443,True
legal,fj->en,constitution|125,matabose ni cakacaka vakamatanitu,public service commission,-0.055216443,True
legal,fj->en,constitution|90(3)(a),iotioti ni mataveilewai me rogoci kina e dua na kisi;,is the final appellate court;,-0.055017807,True
legal,en->fj,constitution|90(3)(a),is the final appellate court;,iotioti ni mataveilewai me rogoci kina e dua na kisi;,-0.055017788,True
medical,fj->en,medical|anxiety|464424cab454,"Anxiety can be described as worry, feeling nervous or feeling uneasy about something.","Na loma taqaya e rawa ni vakamacalataki me vaka na lomaleqa, nuiqawaqawa se nanuma dredre e dua na ka.",-0.054583374,True
medical,fj->en,medical|anxiety|ed75d437dbad,"Na loma taqaya e rawa ni vakamacalataki me vaka na lomaleqa, nuiqawaqawa se nanuma dredre e dua na ka.","Anxiety can be described as worry, feeling nervous or feeling uneasy about something.",-0.054583374,True
legal,en->fj,constitution|124(6)(b),"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri ena veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;",-0.054400433,True
legal,fj->en,constitution|124(6)(b),"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri ena veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",-0.054400433,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0003243,suggests,"that the name derives from kula, proto-polynesian version of kurati (“turmeric”, and much later, “metallic gold”) in the moluccas). called hura in parts of vanua levu. the old, ripe fruits",-0.054292303,True
legal,fj->en,constitution|80(3),na peresitedi me vakaitavi ena ivakarau vakaivalu me vaka ni komada liuliu ni mataivalu e viti.,the president shall perform the ceremonial functions and responsibilities as the commander-in-chief of the republic of fiji military forces.,-0.053896118,True
legal,en->fj,constitution|80(3),the president shall perform the ceremonial functions and responsibilities as the commander-in-chief of the republic of fiji military forces.,na peresitedi me vakaitavi ena ivakarau vakaivalu me vaka ni komada liuliu ni mataivalu e viti.,-0.053896062,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0003977,should,"belong to them. another species, s. mahogoni, with smaller leaves, has also been planted in fiji.",-0.053756993,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0003379,for me that,about one tenth of all fij ians remain unregistered.) this system of transfer may be used to,-0.05365125,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0005792,next,"to lomaloma, vanua balavu island. ratu sukuna decided to incorporate these tongans as a fijian tribe, officially registered as fijians with claims for the land they occupied. by they had",-0.053192716,True
legal,en->fj,constitution|134(6)(f),public service disciplinary tribunal; ----------------------- page -----------------------,mataveivaqaqai ni kudru ni veiqaravi vakamatanitu;,-0.05317475,True
legal,fj->en,constitution|134(6)(f),mataveivaqaqai ni kudru ni veiqaravi vakamatanitu;,public service disciplinary tribunal; ----------------------- page -----------------------,-0.05317475,True
legal,fj->en,constitution|102(7),na matabose me na solia wasoma na itukutuku kei na ivakasala vua na vunilawa me baleta na mataveilewai se na veiqaravi vakalawa.,the commission shall provide regular updates and advice to the attorney- general on any matter relating to the judiciary or the administration of justice.,-0.05248374,True
legal,en->fj,constitution|102(7),the commission shall provide regular updates and advice to the attorney- general on any matter relating to the judiciary or the administration of justice.,na matabose me na solia wasoma na itukutuku kei na ivakasala vua na vunilawa me baleta na mataveilewai se na veiqaravi vakalawa.,-0.05248374,True
legal,fj->en,constitution|102(2)(b),"ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;","the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;",-0.05224607,True
legal,en->fj,constitution|102(2)(b),"the qualification requirements for appointment and the process to be followed for appointment, which must be an open, transparent and competitive selection process based on merit;","ivakatagedegede ni vuli e gadrevi kei na ivakarau me vakamuri me baleta na veivakacakacakataki, ka dodonu me dola raraba, vakarawarawataki, valataki vakasavasava, ia na veidigitaki me yavutaki ena rawaka;",-0.05224607,True
medical,en->fj,medical|medical_misc|4071f9626164,Testing helps identify people at risk of severe illness.,Na veivakatovotovo e vukea na kena kilai o ira era beci vakalevu ni rawa ni tauvi mate bibi.,-0.051934738,True
medical,fj->en,medical|medical_misc|4071f9626164,Na veivakatovotovo e vukea na kena kilai o ira era beci vakalevu ni rawa ni tauvi mate bibi.,Testing helps identify people at risk of severe illness.,-0.051934656,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0003945,people with a,"steady job. although lenders are required to be registered by government, such activities",-0.05172892,True
legal,fj->en,constitution|65(a),ivola ni kudru ni vakatataro ena kena digitaki vakadodonu e dua na lewenipalimedi; kei na,"by way of a petition, a question whether a person has been validly elected as a member of parliament; and",-0.051227413,True
legal,en->fj,constitution|65(a),"by way of a petition, a question whether a person has been validly elected as a member of parliament; and",ivola ni kudru ni vakatataro ena kena digitaki vakadodonu e dua na lewenipalimedi; kei na,-0.051227413,True
legal,en->fj,constitution|61(3)(d),ceases to have the right to be nominated as a candidate for election to parliament under section ;,e sega vua na dodonu me digitaki me mata vakaturi ena veidigidigi me vaka e virikotori ena tikina ;,-0.050573222,True
legal,fj->en,constitution|61(3)(d),e sega vua na dodonu me digitaki me mata vakaturi ena veidigidigi me vaka e virikotori ena tikina ;,ceases to have the right to be nominated as a candidate for election to parliament under section ;,-0.050573222,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0008452,waiwai,". n. vegetable oil, traditionally in coastal areas, that has meant coconut body oil, but also oils for",-0.050248,True
legal,fj->en,constitution|29,taqomaki ni taukeni kei na gagadre ni vakayagataki qele,protection of ownership and interests in land,-0.050025128,True
legal,en->fj,constitution|29,protection of ownership and interests in land,taqomaki ni taukeni kei na gagadre ni vakayagataki qele,-0.050025094,True
legal,en->fj,constitution|138,performance of functions of commissions and tribunals,qaravi ni itavi ni matabose kei na mataveivaqaqai,-0.049762025,True
legal,fj->en,constitution|138,qaravi ni itavi ni matabose kei na mataveivaqaqai,performance of functions of commissions and tribunals,-0.04976201,True
legal,en->fj,constitution|8(2)(o),"of appeal to, or review by, a higher court.",rogoci se dikevi tale na itotogi ena mataveilewai e cecere cake.,-0.049722217,True
legal,fj->en,constitution|8(2)(o),rogoci se dikevi tale na itotogi ena mataveilewai e cecere cake.,"of appeal to, or review by, a higher court.",-0.049722217,True
legal,en->fj,constitution|52(6),every citizen who is registered as a voter and who is—,na lewenivanua kece era sa volayaca mera veidigidigi ka—,-0.049153544,True
legal,fj->en,constitution|52(6),na lewenivanua kece era sa volayaca mera veidigidigi ka—,every citizen who is registered as a voter and who is—,-0.049153544,True
conversational,fj->en,conversational|years_4_5|00034,e ra dau vakavinivo ni vuli na goneyalewa i koronivuli.,girls wear school dress to school.,-0.048798822,True
conversational,en->fj,conversational|years_4_5|00034,girls wear school dress to school.,e ra dau vakavinivo ni vuli na goneyalewa i koronivuli.,-0.048798803,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0000548,and to help control overheating of,"a baby; mussaenda raiateensis, formerly m . frondosa. tiny yellow",-0.048493262,True
dictionary,fj->en,dictionary|dictionary_parallel_fj2en|0003230,female,"attendants to be buried with a dead paramount chief, especially at bau and cakaudrove.",-0.04790143,True
legal,fj->en,constitution|135,ivakarau kei na iwalewale ni valenivolavola,terms and conditions of office,-0.046225734,True
legal,en->fj,constitution|135,terms and conditions of office,ivakarau kei na iwalewale ni valenivolavola,-0.046225734,True
legal,en->fj,constitution|70(6)(i)(ii),public access to the proceedings of parliament and its committees;,nodra vakacurumi na lewenivanua ena bose ni palimedi kei na kena komiti;,-0.046216927,True
legal,fj->en,constitution|70(6)(i)(ii),nodra vakacurumi na lewenivanua ena bose ni palimedi kei na kena komiti;,public access to the proceedings of parliament and its committees;,-0.046216868,True
legal,fj->en,constitution|70(7)(v),vakacegui mai na nona itutu ena veitokoni ni sivia e rua na ikatolu ni lewenipalimedi.,is removed from office by a resolution supported by not less than two-thirds of the members of parliament. ----------------------- page -----------------------,-0.045852657,True
legal,en->fj,constitution|70(7)(v),is removed from office by a resolution supported by not less than two-thirds of the members of parliament. ----------------------- page -----------------------,vakacegui mai na nona itutu ena veitokoni ni sivia e rua na ikatolu ni lewenipalimedi.,-0.045852657,True
